,Unnamed: 0,user,timestamp,tweet_text,tweet_sentiment,link,included_symbols,bitcoin Returns,doge Returns,tesla Returns,google Returns,apple Returns,p_change
388,388,JoeBiden,1611103059,I’m in Delaware for one final event before I head to Washington for tomorrow’s inauguration. Tune in. https://t.co/YnEMiqhhDE,0.0,twitter.com/JoeBiden/status/1351599720012021761,,0,0,0,0,0,-1
389,389,JoeBiden,1611101535,"RT @BidenInaugural: Only ONE day until we can call @JoeBiden and @KamalaHarris President and Vice President

You don’t want to miss out on…",-0.0772,twitter.com/JoeBiden/status/1351593329054650376,,0,0,0,0,0,-1
390,390,JoeBiden,1611047640,"There’s no more fitting way to honor the legacy of Dr. Martin Luther King, Jr. than service. Thank you to… https://t.co/3L1zHkmEzR",0.5423,twitter.com/JoeBiden/status/1351367275094310912,,0,0,0,0,0,-1
391,391,JoeBiden,1611039597,"As the National Day of Service comes to a close, we’re celebrating the legacy of Dr. Martin Luther King, Jr. with a… https://t.co/OJhFw2PiUE",0.5719,twitter.com/JoeBiden/status/1351333542547001344,,0,0,0,0,0,-1
392,392,JoeBiden,1611023400,"Dr. Martin Luther King, Jr.’s words remind us that darkness cannot drive out darkness and hate cannot drive out hat… https://t.co/m3iRNj9Bzt",-0.7717,twitter.com/JoeBiden/status/1351265605840633858,,0,0,0,0,0,-1
393,393,JoeBiden,1611014520,Our Administration will lead with science and scientists — with a CDC and NIH that are free from political influenc… https://t.co/8I88LBVALq,0.5106,twitter.com/JoeBiden/status/1351228360123318272,,0,0,0,0,0,-1
394,394,JoeBiden,1610955660,I know @harrisonjaime and the new DNC team are ready to strengthen our party’s infrastructure and elect Democrats a… https://t.co/wrOvbcyZSk,0.5859,twitter.com/JoeBiden/status/1350981483062706177,,0,0,0,0,0,-1
395,395,JoeBiden,1610942460,"Service is a fitting way to start to heal, unite, and rebuild this country we love.

I hope you’ll join us in honor… https://t.co/vL0SFZQdOF",0.8519,twitter.com/JoeBiden/status/1350926118409289730,,0,0,0,0,0,-1
396,396,JoeBiden,1610931000,I know masks have become a partisan issue — but it’s a patriotic act. Experts say wearing a mask from now until Apr… https://t.co/XHexAioS5U,0.0,twitter.com/JoeBiden/status/1350878051710750725,,0,0,0,0,0,-1
397,397,JoeBiden,1610916660,"Though pushed, tested, and threatened throughout the 2020 election, our democracy proved to be resilient, true, and… https://t.co/2JfXVQLQN3",-0.0516,twitter.com/JoeBiden/status/1350817905202630658,,0,0,0,0,0,-1
398,398,JoeBiden,1610872920,"Across the country, approximately 14 million Americans have fallen behind on rent and many may soon be at risk of e… https://t.co/1oUOomur7s",-0.5574,twitter.com/JoeBiden/status/1350634446475694080,,0,0,0,0,0,-1
399,399,JoeBiden,1610863225,"The first @BidenInaugural event is here. Tune in as we celebrate America, reflect and honor our history, and highli… https://t.co/WpJo2Kxdgr",0.7845,twitter.com/JoeBiden/status/1350593782832500737,,0,0,0,0,0,-1
400,400,JoeBiden,1610855700,"To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my admi… https://t.co/nhzPNXNruk",0.0,twitter.com/JoeBiden/status/1350562220367884289,,0,0,0,0,0,-1
401,401,JoeBiden,1610855700,"To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my admi… https://t.co/nhzPNXNruk",0.0,twitter.com/JoeBiden/status/1350562220367884289,,0,0,0,0,0,-1
402,402,JoeBiden,1610844473,Science will be at the forefront of my administration — and this group will ensure everything we do is grounded in… https://t.co/n0Sos0SOdx,0.3818,twitter.com/JoeBiden/status/1350515133034819584,,0,0,0,0,0,-1
403,403,JoeBiden,1610836200,Getting America vaccinated will be one of the most challenging operational efforts ever undertaken. But you have my… https://t.co/mNdZQOlSYc,0.1145,twitter.com/JoeBiden/status/1350480432341520384,,0,0,0,0,0,-1
404,404,JoeBiden,1610782800,"We not only have an economic imperative to act now, we have a moral obligation. 
 
In this pandemic, in America, we… https://t.co/i8Pmbmy1iJ",0.0,twitter.com/JoeBiden/status/1350256455748882434,,0,0,0,0,0,-1
405,405,JoeBiden,1610771760,Science will always be at the forefront of my administration — and these world-renowned scientists will ensure ever… https://t.co/sAZVOszzqD,0.3818,twitter.com/JoeBiden/status/1350210150481555457,,0,0,0,0,0,-1
406,406,JoeBiden,1610769818,"RT @BidenInaugural: 5 days until we make history.

❤️ or 🔁 this tweet to get reminded when we go live for #Inauguration2021 — you won't wan…",0.0,twitter.com/JoeBiden/status/1350202004598095874,,0,0,0,0,0,-1
407,407,JoeBiden,1610758920,"My administration will move Heaven and Earth to:

- Allow more people to get vaccinated
- Create more places for th… https://t.co/yLoRNU2MKF",0.743,twitter.com/JoeBiden/status/1350156296012656647,,0,0,0,0,0,-1
408,408,JoeBiden,1610740200,"To Pilar, and the countless other small business owners across the country, know that help is on the way. https://t.co/4mKPjN6rgx",0.4019,twitter.com/JoeBiden/status/1350077778310270978,,0,0,0,0,0,-1
409,409,JoeBiden,1610696520,"Direct cash payments.
Extended unemployment.
Rent relief. 
Food assistance. 
Aid to small businesses.
Keeping essen… https://t.co/G3OiZzRd0J",0.0516,twitter.com/JoeBiden/status/1349894571094810626,,0,0,0,0,0,-1
410,410,JoeBiden,1610691376,We have no time to waste when it comes to getting this virus under control and building our economy back better. Tu… https://t.co/jlfTxmv8Tj,-0.2732,twitter.com/JoeBiden/status/1349872996920430595,,0,0,0,0,0,-1
411,411,JoeBiden,1610685840,"We need to tackle the public health and economic crises we’re facing head-on. That’s why today, I’m announcing my A… https://t.co/q9mu0UEw3z",0.0,twitter.com/JoeBiden/status/1349849776012087296,,0,0,0,0,0,-1
412,412,JoeBiden,1610617680,"We’re in the teeth of this crisis, and we need to take immediate action to get the virus under control. That’s why… https://t.co/ovOtIYGCjV",-0.7073,twitter.com/JoeBiden/status/1349563892087869442,,0,0,0,0,0,-1
413,413,JoeBiden,1610615940,"Today, in a bipartisan vote, the House voted to impeach and hold President Trump accountable. Now, the process cont… https://t.co/BReZ8t0gO0",0.0,twitter.com/JoeBiden/status/1349556594237792256,,0,0,0,0,0,-1
414,414,JoeBiden,1610572800,Ambassador Samantha Power is a world-renowned voice of conscience and moral clarity—challenging and rallying the in… https://t.co/OyZ8P13yrB,0.0,twitter.com/JoeBiden/status/1349375651883724804,,0,0,0,0,0,-1
415,415,JoeBiden,1610570465,"RT @Transition46: President-elect Biden has nominated Ambassador Samantha Power as USAID Administrator.

A leading voice for humane and pri…",0.0,twitter.com/JoeBiden/status/1349365858691383299,,0,0,0,0,0,-1
416,416,JoeBiden,1610504845,My number one priority is getting people vaccinated as quickly as we can to get our country back on track. https://t.co/JLY1DntIlR,0.0772,twitter.com/JoeBiden/status/1349090628790067200,,0,0,0,0,0,-1
417,417,JoeBiden,1610499601,"It’s long past time to raise the minimum wage, so hardworking people earn at least $15 an hour. 
 
I hope that Demo… https://t.co/GjNx8dwly7",0.4404,twitter.com/JoeBiden/status/1349068634413436929,,0,0,0,0,0,-1
418,418,JoeBiden,1610481900,"I urge every American to:

- Wear a mask
- Stay socially distanced
- Avoid large indoor gatherings

We can save cou… https://t.co/2zzQXfOqfY",0.25,twitter.com/JoeBiden/status/1348994390690246657,,0,0,0,0,0,-1
419,419,JoeBiden,1610435700,"Getting America vaccinated will be one of the greatest operational challenges we’ve ever faced, but my administrati… https://t.co/8UMEgFSNbc",0.4118,twitter.com/JoeBiden/status/1348800612742402048,,0,0,0,0,0,-1
420,420,JoeBiden,1610426741,"Folks, I just received the second dose of my COVID-19 vaccine — and just like the first dose, it was safe, quick, a… https://t.co/T6MiwE0M50",0.6597,twitter.com/JoeBiden/status/1348763039160532992,,0,0,0,0,0,-1
421,421,JoeBiden,1610419500,The work of the next four years must be the restoration of democracy and the recovery of respect for the rule of la… https://t.co/OEhpbkmiuy,0.4767,twitter.com/JoeBiden/status/1348732665005023232,,0,0,0,0,0,-1
422,422,JoeBiden,1610396476,I’m asking Ambassador Bill Burns to lead the Central Intelligence Agency because he’s dealt with many of the thorni… https://t.co/gfz5zp23Bv,0.4767,twitter.com/JoeBiden/status/1348636095458717696,,0,0,0,0,0,-1
423,423,JoeBiden,1610355485,RT @Schwarzenegger: My message to my fellow Americans and friends around the world following this week's attack on the Capitol. https://t.c…,0.0,twitter.com/JoeBiden/status/1348464168018567168,,0,0,0,0,0,-1
424,424,JoeBiden,1610347500,"$600 is simply not enough when you have to choose between paying rent or putting food on the table.
 
We need $2,000 stimulus checks.",0.0,twitter.com/JoeBiden/status/1348430675238678528,,0,0,0,0,0,-1
425,425,JoeBiden,1610328600,"I am proud that we have finished naming the members of our Cabinet.
 
It’s a Cabinet that looks like America and ta… https://t.co/ceC4USK4Tb",0.6808,twitter.com/JoeBiden/status/1348351402624524288,,0,0,0,0,0,-1
426,426,JoeBiden,1610316300,"In 10 days, we move forward and rebuild — together.",0.0,twitter.com/JoeBiden/status/1348299813163474944,,0,0,0,0,0,-1
427,427,JoeBiden,1610260200,The bottom line is we need to provide immediate relief for working families and businesses. Now. https://t.co/syaHTaX3O4,0.4767,twitter.com/JoeBiden/status/1348064513170567168,,0,0,0,0,0,-1
428,428,JoeBiden,1610245800,"Our president is not above the law. 

Justice serves the people — it doesn’t protect the powerful.",0.8316,twitter.com/JoeBiden/status/1348004115121647622,,0,0,0,0,0,-1
429,429,JoeBiden,1610232300,"From the most inequitable economic and jobs crisis in modern history, my jobs team will help us build back better w… https://t.co/jgzWFwx2OV",0.128,twitter.com/JoeBiden/status/1347947491300401152,,0,0,0,0,0,-1
430,430,JoeBiden,1610174400,My administration will get right to work distributing emergency aid swiftly and equitably. Our focus will be on the… https://t.co/aDt1sO6DNt,-0.1027,twitter.com/JoeBiden/status/1347704641136463872,,0,0,0,0,0,-1
431,431,JoeBiden,1610165160,.@GabbyGiffords — Your perseverance and immeasurable courage continue to inspire me and millions of others. I pledg… https://t.co/jUF8H0wAbd,0.7845,twitter.com/JoeBiden/status/1347665885666938886,,0,0,0,0,0,-1
432,432,JoeBiden,1610161320,"Ten years ago today, in Tucson, Arizona, six innocent lives were taken away by a senseless and brutal act of violen… https://t.co/uXkn6ke2db",-0.4019,twitter.com/JoeBiden/status/1347649779921203201,,0,0,0,0,0,-1
433,433,JoeBiden,1610153831,We need to build a new American economy where everyone enjoys a fair return for their work and an equal chance to g… https://t.co/QIlgMrb358,0.765,twitter.com/JoeBiden/status/1347618371135705090,,0,0,0,0,0,-1
434,434,JoeBiden,1610142696,"We need to restore the honor, the integrity, and the independence of the Department of Justice in this nation — and… https://t.co/S0uSg2zMkk",0.886,twitter.com/JoeBiden/status/1347571667598503937,,0,0,0,0,0,-1
435,435,JoeBiden,1610096400,I’m proud to nominate Judge Merrick Garland for Attorney General of the United States. https://t.co/xBR5PAN2wH,0.7096,twitter.com/JoeBiden/status/1347377487374741508,,0,0,0,0,0,-1
436,436,JoeBiden,1610093700,"For the past four years, President Trump has unleashed an all-out assault on the institutions of our democracy.

Ye… https://t.co/TDhfSvps7t",-0.5859,twitter.com/JoeBiden/status/1347366160807981056,,0,0,0,0,0,-1
437,437,JoeBiden,1610090400,"This team shares my belief that the middle class built this country and that unions built the middle class.

They w… https://t.co/tBqmA4N4V7",0.296,twitter.com/JoeBiden/status/1347352319726215168,,0,0,0,0,0,-1
438,438,JoeBiden,1610089529,"RT @Transition46: Our jobs team’s mission is clear: execute the Build Back Better agenda.

They will work to dig us out from the worst, mos…",0.1027,twitter.com/JoeBiden/status/1347348666550530051,,0,0,0,0,0,-1
439,439,JoeBiden,1610077500,No one can tell me that if it had been a group of Black Lives Matter protestors yesterday that they wouldn’t have b… https://t.co/wTkIGHwChh,-0.2732,twitter.com/JoeBiden/status/1347298213422747649,,0,0,0,0,0,-1
440,440,JoeBiden,1610074980,Merrick Garland will serve as the Attorney General of the United States — not as my personal lawyer.,0.4215,twitter.com/JoeBiden/status/1347287643776667648,,0,0,0,0,0,-1
441,441,JoeBiden,1610072400,"What we witnessed yesterday was not dissent — it was disorder. 

They weren’t protestors — they were rioters, insur… https://t.co/5D3j5ox80f",-0.4019,twitter.com/JoeBiden/status/1347276822078218241,,0,0,0,0,0,-1
442,442,JoeBiden,1610066803,It’s time for a Department of Justice that serves the interests of the people — not a presidency. Tune in as I intr… https://t.co/J0wyesJCJ5,0.6597,twitter.com/JoeBiden/status/1347253347057733632,,0,0,0,0,0,-1
443,443,JoeBiden,1610054100,"Our nominees for the Justice Department will restore the independence of the Department, so it serves the interests… https://t.co/I9unVVt0UJ",0.6808,twitter.com/JoeBiden/status/1347200066646376448,,0,0,0,0,0,-1
444,444,JoeBiden,1610052971,"RT @Transition46: This team will work to move us closer to the American ideal of equal justice under law. 

They will work to restore indep…",0.8402,twitter.com/JoeBiden/status/1347195334070579200,,0,0,0,0,0,-1
445,445,JoeBiden,1610002980,"Today is a reminder, a painful one, that democracy is fragile. To preserve it requires people of good will, leaders… https://t.co/0mJWGvksK4",0.0,twitter.com/JoeBiden/status/1346985653658116098,,0,0,0,0,0,-1
446,446,JoeBiden,1609997760,"Through war and strife, America has endured much. And we will endure here and prevail now. https://t.co/OvNOV0ogWG",-0.5994,twitter.com/JoeBiden/status/1346963759156195332,,0,0,0,0,0,-1
447,447,JoeBiden,1609991700,"Our way is plain: It is the way of democracy — of lawfulness, and of respect — respect for each other, and for our nation.",0.7351,twitter.com/JoeBiden/status/1346938341791387651,,0,0,0,0,0,-1
448,448,JoeBiden,1609990200,America is so much better than what we’re seeing today.,0.4902,twitter.com/JoeBiden/status/1346932050746630149,,0,0,0,0,0,-1
449,449,JoeBiden,1609989600,I call on President Trump to go on national television now to fulfill his oath and defend the Constitution by deman… https://t.co/0EtvVBfAkX,0.4404,twitter.com/JoeBiden/status/1346929533774159876,,0,0,0,0,0,-1
450,450,JoeBiden,1609989300,Let me be very clear: the scenes of chaos at the Capitol do not represent who we are. What we are seeing is a small… https://t.co/MfIJhp0lky,-0.204,twitter.com/JoeBiden/status/1346928275470299142,,0,0,0,0,0,-1
451,451,JoeBiden,1609988783,RT @Transition46: President-elect Biden addresses the nation: https://t.co/BXM3SZK25R,0.0,twitter.com/JoeBiden/status/1346926106264395777,,0,0,0,0,0,-1
452,452,JoeBiden,1609980420,I called Reverend Warnock and Jon Ossoff this morning to congratulate them on their hard-fought campaigns. Georgia… https://t.co/aAvWNFiFBq,0.4939,twitter.com/JoeBiden/status/1346891030055022592,,0,0,0,0,0,-1
453,453,JoeBiden,1609921520,"RT @Transition46: Readout of President-elect Biden’s briefing on COVID-19 response and vaccination strategy: 

https://t.co/epetoF8NyT http…",0.0,twitter.com/JoeBiden/status/1346643986010808320,,0,0,0,0,0,-1
454,454,JoeBiden,1609911900,"Stay in line, Georgia. If you’re in line at your polling place by 7 PM, you can vote.",0.0,twitter.com/JoeBiden/status/1346603636168642561,,0,0,0,0,0,-1
455,455,JoeBiden,1609911180,"Georgia voters: If you’re voting in the county where you’re registered, you’re entitled to ask for a provisional ba… https://t.co/fIHqVYJuPr",0.2732,twitter.com/JoeBiden/status/1346600616408330241,,0,0,0,0,0,-1
456,456,JoeBiden,1609902900,"Georgia — If you elect @ReverendWarnock and @Ossoff, we can break the gridlock that has gripped Washington.

We’ll… https://t.co/pPE2FXrmVU",0.0,twitter.com/JoeBiden/status/1346565887571107840,,0,0,0,0,0,-1
457,457,JoeBiden,1609895700,"Georgia — If you have any questions today while voting, reach out to the Voter Protection Hotline: 1-888-730-5816",0.0258,twitter.com/JoeBiden/status/1346535688733265921,,0,0,0,0,0,-1
458,458,JoeBiden,1609889400,"Georgia — The nation is looking to you to lead us forward. 

The power is in your hands: https://t.co/RIJ1L4B5o9 https://t.co/BhZ3Mcfozm",0.0,twitter.com/JoeBiden/status/1346509264299282433,,0,0,0,0,0,-1
459,459,JoeBiden,1609881444,"Go vote, Georgia!

https://t.co/RIJ1L4B5o9",0.0,twitter.com/JoeBiden/status/1346475895955939328,,0,0,0,0,0,-1
460,460,JoeBiden,1609836300,I’m asking you to give everything you’ve got for one more day — because that one day can change America.… https://t.co/8O1LM2Qw5m,0.0,twitter.com/JoeBiden/status/1346286546975014912,,0,0,0,0,0,-1
461,461,JoeBiden,1609832700,"In America, politicians can’t assert, take, or seize power.

It has to be given by the American people.

We can’t e… https://t.co/ObWXYNTVtK",0.0,twitter.com/JoeBiden/status/1346271447346507788,,0,0,0,0,0,-1
462,462,JoeBiden,1609829520,"The debate over $2,000 isn’t some abstract debate in Washington. It’s about real lives.

Hardworking Americans need… https://t.co/qAQwpuRYrk",0.0,twitter.com/JoeBiden/status/1346258109518413825,,0,0,0,0,0,-1
463,463,JoeBiden,1609815529,"With just one day to go until the Georgia Senate runoffs, I’m in Atlanta to get out the vote. Tune in. https://t.co/I4MBUj0g3o",0.0,twitter.com/JoeBiden/status/1346199428625965056,,0,0,0,0,0,-1
464,464,JoeBiden,1609812900,"One day left, folks. I’m on my way to Georgia to help send @ReverendWarnock and @Ossoff to the Senate. See you soon, Atlanta!",0.4574,twitter.com/JoeBiden/status/1346188400215224321,,0,0,0,0,0,-1
465,465,JoeBiden,1609803826,"Georgia — If you haven’t returned your absentee ballot yet, drop it off at a drop box in your county today.

If you… https://t.co/fJ3rTcXMgx",-0.6486,twitter.com/JoeBiden/status/1346150340836601857,,0,0,0,0,0,-1
466,466,JoeBiden,1609752853,RT @Transition46: Statement by President-elect Biden on Nancy Pelosi’s reelection as Speaker of the House: https://t.co/m6u6BwFlRj,0.0,twitter.com/JoeBiden/status/1345936546407583744,,0,0,0,0,0,-1
467,467,JoeBiden,1609743300,The Senate swearing-in ceremony was always one of my favorite parts of the job as Vice President. Congratulations t… https://t.co/dCuKngXvyp,0.7845,twitter.com/JoeBiden/status/1345896476623265792,,0,0,0,0,0,-1
468,468,JoeBiden,1609731193,"With just two days to go until the Georgia Senate runoffs, @KamalaHarris is in Savannah firing up folks to get out… https://t.co/TPpwbxe1Vj",-0.34,twitter.com/JoeBiden/status/1345845695702396928,,0,0,0,0,0,-1
469,469,JoeBiden,1609718460,"Here’s my promise to you: I’ll be a president for all Americans. Whether you voted for me or not, I’ll wake up ever… https://t.co/rk2bjhYIRd",0.3182,twitter.com/JoeBiden/status/1345792290372116480,,0,0,0,0,0,-1
470,470,JoeBiden,1609659000,"Floyd Little and I were students at Syracuse University together. And over the years, I got to know the man behind… https://t.co/p6Cyw20clu",0.0,twitter.com/JoeBiden/status/1345542896662032384,,0,0,0,0,0,-1
471,471,JoeBiden,1609646400,"Mask up, folks.",0.0,twitter.com/JoeBiden/status/1345490049727668226,,0,0,0,0,0,-1
472,472,JoeBiden,1609636680,"It’s the final weekend before the Georgia Senate runoffs, which means we have just a few days left to do everything… https://t.co/JMuwRAEGr6",0.0,twitter.com/JoeBiden/status/1345449279964368896,,0,0,0,0,0,-1
473,473,JoeBiden,1609544700,Let me be clear: The Biden-Harris Administration will spare no effort to make sure people are getting vaccinated. https://t.co/FfppocXufa,0.4019,twitter.com/JoeBiden/status/1345063487957917696,,0,0,0,0,0,-1
474,474,JoeBiden,1609496880,Here’s to 2021. https://t.co/9HAQOSWgvO,0.0,twitter.com/JoeBiden/status/1344862916194021377,,0,0,0,0,0,-1
475,475,JoeBiden,1609493981,RT @NYRE: Here is the last interview for President-Elect @JoeBiden and future First Lady @DrBiden in 2020! 🇺🇸 #RockinEve https://t.co/wcSnl…,0.0,twitter.com/JoeBiden/status/1344850758068539393,,0,0,0,0,0,-1
476,476,JoeBiden,1609490700,"In 2021, we’re going to build a brighter future. https://t.co/YjzT7aw5zQ",0.3818,twitter.com/JoeBiden/status/1344836995441426432,,0,0,0,0,0,-1
477,477,JoeBiden,1609476120,"The challenges we face as a nation will not disappear overnight, but as we look forward to the start of a new year,… https://t.co/15LEy6sesJ",0.1238,twitter.com/JoeBiden/status/1344775842455498752,,0,0,0,0,0,-1
478,478,JoeBiden,1609473120,We have less than one week to do everything in our power to help Jon Ossoff and Raphael Warnock win their Senate ru… https://t.co/01mCU4ur94,0.7579,twitter.com/JoeBiden/status/1344763259602173952,,0,0,0,0,0,-1
479,479,JoeBiden,1609462930,"Georgia — Today is your last chance to vote early ahead of next week’s Senate runoffs. 

Confirm your polling locat… https://t.co/qqSqHOCU3z",0.25,twitter.com/JoeBiden/status/1344720522056245255,,0,0,0,0,0,-1
480,480,JoeBiden,1609400400,The next few weeks and months are going to be a very tough period for our nation — maybe the toughest of the whole… https://t.co/qVfkXkbRMs,-0.2716,twitter.com/JoeBiden/status/1344458249731407872,,0,0,0,0,0,-1
481,481,JoeBiden,1609392300,"With just over 20 days until Inauguration Day, there’s never been a better time to stock up on @BidenInaugural gear… https://t.co/XEGaE3VF8v",-0.3412,twitter.com/JoeBiden/status/1344424275818786816,,0,0,0,0,0,-1
482,482,JoeBiden,1609378500,"We can save 60,000-100,000 lives in the weeks and months ahead if we step up together.

Wear a mask. Stay socially… https://t.co/bblNvzyRqu",0.4939,twitter.com/JoeBiden/status/1344366394641563649,,0,0,0,0,0,-1
483,483,JoeBiden,1609370339,RT @KamalaHarris: Getting the COVID-19 vaccine will save your life. I have absolute confidence in our scientists and look forward to gettin…,0.7579,twitter.com/JoeBiden/status/1344332164452790272,,0,0,0,0,0,-1
484,484,JoeBiden,1609368120,"We’re going to make sure vaccines are free of charge.

And we’re going to ensure they are distributed equitably, so… https://t.co/a51aGwJbT2",0.802,twitter.com/JoeBiden/status/1344322857665490944,,0,0,0,0,0,-1
485,485,JoeBiden,1609365432,RT @Transition46: President-elect Biden has nominated @kath_hicks as Deputy Secretary of Defense and @ColinKahl as Under Secretary of Defen…,0.128,twitter.com/JoeBiden/status/1344311583879684097,,0,0,0,0,0,-1
486,486,JoeBiden,1609313400,"After ten months of the pandemic, we still don’t have enough testing. It’s a travesty.

We need to scale up testing… https://t.co/BVTxYnIjdB",-0.5719,twitter.com/JoeBiden/status/1344093345207832576,,0,0,0,0,0,-1
487,487,JoeBiden,1609307400,"Once in office, I will be asking the American people to wear a mask for the first 100 days of my administration. No… https://t.co/3vJd349IZe",0.0,twitter.com/JoeBiden/status/1344068179463700480,,0,0,0,0,0,-1
488,488,JoeBiden,1609296174,Tune in as I deliver remarks on the ongoing COVID-19 crisis and what my administration will do to get this virus un… https://t.co/ryXSvrq2FD,-0.6249,twitter.com/JoeBiden/status/1344021093321826305,,0,0,0,0,0,-1
489,489,JoeBiden,1609293000,Leading by example. https://t.co/B4fHm6xUAv,0.0,twitter.com/JoeBiden/status/1344007781427326977,,0,0,0,0,0,-1
490,490,JoeBiden,1609287000,"One week, Georgia.

Vote early, and let’s flip the Senate: https://t.co/RIJ1L4juwB https://t.co/pF3Z740HYn",0.0,twitter.com/JoeBiden/status/1343982615670501376,,0,0,0,0,0,-1
491,491,JoeBiden,1609276800,Meeting the most daunting threats of our time requires American engagement and leadership — but none of them can be… https://t.co/RUPEIg8fD1,-0.0101,twitter.com/JoeBiden/status/1343939833765519361,,0,0,0,0,0,-1
492,492,JoeBiden,1609227900,"This year, we’ve painfully learned the cost of being unprepared for a pandemic.
 
If we aren’t investing with our p… https://t.co/Wy7HaCEvgn",-0.5267,twitter.com/JoeBiden/status/1343734732282974208,,0,0,0,0,0,-1
493,493,JoeBiden,1609221900,"Right now, my team isn’t getting all the information that we need from the outgoing administration in key national… https://t.co/pRaOeA7DX2",0.296,twitter.com/JoeBiden/status/1343709566622720001,,0,0,0,0,0,-1
494,494,JoeBiden,1609207796,"This afternoon, I was briefed by members of my national security and foreign policy agency review teams. Tune in as… https://t.co/iV6szrJfwT",0.34,twitter.com/JoeBiden/status/1343650410817458177,,0,0,0,0,0,-1
495,495,JoeBiden,1609193700,"Folks, there’s just over one week until the Georgia Senate runoffs. With the races neck and neck, we need your help… https://t.co/CC60n7rNLx",0.0,twitter.com/JoeBiden/status/1343591287467827201,,0,0,0,0,0,-1
496,496,JoeBiden,1609139700,We’ve gotten through tough times before in this nation — and we’ll get through them again. https://t.co/ulSsFLgNei,-0.128,twitter.com/JoeBiden/status/1343364794665947136,,0,0,0,0,0,-1
497,497,JoeBiden,1609129200,From COVID-19 and the economy to climate change and racial justice — our nation is facing four historic crises at o… https://t.co/vuEA6Pw4Vq,0.5267,twitter.com/JoeBiden/status/1343320754478190593,,0,0,0,0,0,-1
498,498,JoeBiden,1609113601,To all the health care workers on the front lines of this fight — thank you. You are true heroes.,0.8316,twitter.com/JoeBiden/status/1343255327622381568,,0,0,0,0,0,-1
499,499,JoeBiden,1609051500,"After a year of pain and loss, it’s time to unite, heal, and rebuild.",-0.6808,twitter.com/JoeBiden/status/1342994857023983616,,0,0,0,0,0,-1
500,500,JoeBiden,1609033500,Jill and I send our heartfelt wishes to everyone celebrating Kwanzaa. We hope these days of reflection on the seven… https://t.co/lkoDY5be3C,0.8934,twitter.com/JoeBiden/status/1342919359627481092,,0,0,0,0,0,-1
501,501,JoeBiden,1608931140,"From our family to yours, Merry Christmas and Happy Holidays. https://t.co/NzVEFFfrG1",0.8689,twitter.com/JoeBiden/status/1342490030787407872,,0,0,0,0,0,-1
502,502,JoeBiden,1608875700,We take holiday traditions very seriously in the Biden family. https://t.co/I7L6sGkkHN,0.1796,twitter.com/JoeBiden/status/1342257498405785600,,0,0,0,0,0,-1
503,503,JoeBiden,1608865200,"I know how hard it is to forego holiday traditions — but it is so very important. Please wear masks, limit the size… https://t.co/nTTaceJfdH",0.8161,twitter.com/JoeBiden/status/1342213458842927106,,0,0,0,0,0,-1
504,504,JoeBiden,1608858300,To Linda — and everyone out there who’s hurting or struggling — keep the faith. https://t.co/pXDHmzvYQ8,-0.4019,twitter.com/JoeBiden/status/1342184517872791552,,0,0,0,0,0,-1
505,505,JoeBiden,1608854028,RT @DrBiden: Happy Birthday Dr. Fauci 💕 https://t.co/fhdVvtHvvy,0.5719,twitter.com/JoeBiden/status/1342166602675089409,,0,0,0,0,0,-1
506,506,JoeBiden,1608847440,"No matter how you’re celebrating this year, Champ and Major wish you a Merry Christmas. https://t.co/SrZBT4vmpP",0.8979,twitter.com/JoeBiden/status/1342138967865479169,,0,0,0,0,0,-1
507,507,JoeBiden,1608800401,Every student must be equipped to thrive in the economy of the future. Every educator needs resources to do their j… https://t.co/7iElcWw0VW,0.0,twitter.com/JoeBiden/status/1341941673933344769,,0,0,0,0,0,-1
508,508,JoeBiden,1608798000,"In the 21st century, twelve years of school isn’t enough. That’s why under the Biden-Harris plan, community college… https://t.co/E5FoVr5Tfc",0.0,twitter.com/JoeBiden/status/1341931601060454401,,0,0,0,0,0,-1
509,509,JoeBiden,1608792300,We need to make sure every child in this nation has access to a good education — regardless of zip code or disabili… https://t.co/Djm5EUf8oR,0.6369,twitter.com/JoeBiden/status/1341907693477490689,,0,0,0,0,0,-1
510,510,JoeBiden,1608786660,"It’s long past time we pay teachers what they deserve.  

The work they do is of extreme national importance — and… https://t.co/PFOjoLqCPD",0.2732,twitter.com/JoeBiden/status/1341884037606985729,,0,0,0,0,0,-1
511,511,JoeBiden,1608776100,"Here’s the simple truth: Our darkest days in this battle against COVID are ahead of us — not behind us.  
 
We need… https://t.co/WNAuxQhNNw",-0.5994,twitter.com/JoeBiden/status/1341839745689690112,,0,0,0,0,0,-1
512,512,JoeBiden,1608763505,"With Dr. Miguel Cardona leading the way, we’re going to ensure every student in this country receives a high-qualit… https://t.co/NjsZnFpXTy",0.3818,twitter.com/JoeBiden/status/1341786919126986753,,0,0,0,0,0,-1
513,513,JoeBiden,1608759000,This cybersecurity attack happened on Donald Trump’s watch. But rest assured that even if he does not take it serio… https://t.co/WfYn2KVixh,0.296,twitter.com/JoeBiden/status/1341768024806797313,,0,0,0,0,0,-1
